award_year,category,share,prize_amount,prize_amount_adjusted,date_awarded,laureate_id,name,gender,birth_date,birth_continent,birth_country,death_date,type
1901,Physiology or Medicine,1,150782,8567159,not specified,293,Emil von Behring,male,1854-03-15,Europe,Prussia,1917-03-31,Individual
1959,Physics,1/2,220678,2704387,not specified,72,Emilio Segrè,male,1905-02-01,Europe,Italy,1989-04-22,Individual
1946,Peace,1/2,121524,2503929,1946-11-14,506,Emily Greene Balch,female,1867-01-08,North America,USA,1961-01-09,Individual
1938,Physics,1,155077,4543271,not specified,46,Enrico Fermi,male,1901-09-29,Europe,Italy,1954-11-28,Individual
2014,Chemistry,1/3,8000000,8379888,2014-10-08,909,Eric Betzig,male,1960-01-13,North America,USA,not dead or organization,Individual
2001,Physics,1/3,10000000,12295082,2001-10-09,738,Eric Cornell,male,1961-12-19,North America,USA,not dead or organization,Individual
1995,Physiology or Medicine,1/3,7200000,9278351,1995-10-09,454,Eric F. Wieschaus,male,1947-06-08,North America,USA,not dead or organization,Individual
2000,Physiology or Medicine,1/3,9000000,11333109,2000-10-09,724,Eric Kandel,male,1929-11-07,Europe,Austria,not dead or organization,Individual
2007,Economic Sciences,1/3,10000000,11301989,2007-10-15,821,Eric S. Maskin,male,1950-12-12,North America,USA,not dead or organization,Individual
1931,Literature,1,173206,5238085,not specified,604,Erik Axel Karlfeldt,male,1864-07-20,Europe,Sweden,1931-04-08,Individual
1954,Literature,1,181647,2640218,not specified,625,Ernest Hemingway,male,1899-07-21,North America,USA,1961-07-02,Individual
1939,Physics,1,148822,4227898,not specified,47,Ernest Lawrence,male,1901-08-08,North America,USA,1958-08-27,Individual
1908,Chemistry,1,139800,7084459,not specified,167,Ernest Rutherford,male,1871-08-30,Oceania,New Zealand,1937-10-19,Individual
1951,Physics,1/2,167612,2686090,not specified,57,Ernest T.S. Walton,male,1903-10-06,Europe,Ireland,1995-06-25,Individual
1907,Peace,1/2,138796,7033581,1907-12-10,471,Ernesto Teodoro Moneta,male,1833-09-20,Europe,Austrian Empire,1918-02-10,Individual
1945,Physiology or Medicine,1/3,121333,2499993,not specified,340,Ernst B. Chain,male,1906-06-19,Europe,Germany,1979-08-12,Individual
1973,Chemistry,1/2,510000,3331882,1973-10-23,244,Ernst Otto Fischer,male,1918-11-10,Europe,Germany,2007-07-23,Individual
1986,Physics,1/2,2000000,4098361,1986-10-15,127,Ernst Ruska,male,1906-12-25,Europe,Germany,1988-05-27,Individual
1991,Physiology or Medicine,1/2,6000000,8673863,not specified,444,Erwin Neher,male,1944-03-20,Europe,Germany,not dead or organization,Individual
1933,Physics,1/2,170332,5413093,not specified,39,Erwin Schrödinger,male,1887-08-12,Europe,Austria,1961-01-04,Individual
2019,Economic Sciences,1/3,9000000,9000000,2019-10-14,983,Esther Duflo,female,1972-10-25,Europe,France,not dead or organization,Individual
2013,Economic Sciences,1/3,8000000,8365867,2013-10-14,894,Eugene F. Fama,male,1939-02-14,North America,USA,not dead or organization,Individual
1936,Literature,1,159850,4913422,not specified,608,Eugene O'Neill,male,1888-10-16,North America,USA,1953-11-27,Individual
1963,Physics,1/2,265000,2839286,not specified,78,Eugene Wigner,male,1902-11-17,Europe,Austria-Hungary,1995-01-01,Individual
1975,Literature,1,630000,3404179,1975-10-23,651,Eugenio Montale,male,1896-10-12,Europe,Italy,1981-09-12,Individual
2012,Peace,1,8000000,8361204,2012-10-12,881,European Union (EU),organization,1952-00-00,not specified,not specified,not dead or organization,Organization
1974,Literature,1/2,550000,3263449,not specified,649,Eyvind Johnson,male,1900-07-29,Europe,Sweden,1976-08-25,Individual
2016,Physics,1/4,8000000,8301051,2016-10-04,929,F. Duncan M. Haldane,male,1951-09-14,Europe,United Kingdom,not dead or organization,Individual
1995,Chemistry,1/3,7200000,9278351,1995-10-11,283,F. Sherwood Rowland,male,1927-06-28,North America,USA,2012-03-10,Individual
1993,Peace,1/2,6700000,9044276,1993-10-15,556,F.W. de Klerk,male,1936-03-18,Africa,South Africa,not dead or organization,Individual
1952,Physics,1/2,171135,2546652,not specified,58,Felix Bloch,male,1905-10-23,Europe,Switzerland,1983-09-10,Individual
1964,Physiology or Medicine,1/2,273000,2828039,not specified,379,Feodor Lynen,male,1911-04-06,Europe,Germany,1979-08-06,Individual
1909,Physics,1/2,139800,7084459,not specified,14,Ferdinand Braun,male,1850-06-06,Europe,Hesse-Kassel,1918-04-20,Individual
1927,Peace,1/2,126501,3593778,1927-12-10,492,Ferdinand Buisson,male,1841-12-20,Europe,France,1932-02-16,Individual
1998,Physiology or Medicine,1/3,7600000,9713701,not specified,460,Ferid Murad,male,1936-09-14,North America,USA,not dead or organization,Individual
2004,Economic Sciences,1/2,10000000,11762861,2004-10-11,786,Finn E. Kydland,male,1943-12-01,Europe,Norway,not dead or organization,Individual
2018,Chemistry,1/2,9000000,9000000,2018-10-03,963,Frances H. Arnold,female,1956-07-25,North America,USA,not dead or organization,Individual
1962,Physiology or Medicine,1/3,257220,2836985,not specified,372,Francis Crick,male,1916-06-08,Europe,United Kingdom,2004-07-28,Individual
1922,Chemistry,1,122483,3145967,not specified,180,Francis W. Aston,male,1877-09-01,Europe,United Kingdom,1945-11-20,Individual
1985,Economic Sciences,1,1800000,3843964,1985-10-15,699,Franco Modigliani,male,1918-06-18,Europe,Italy,2003-09-25,Individual
2013,Physics,1/2,8000000,8365867,2013-10-08,887,François Englert,male,1932-11-06,Europe,Belgium,not dead or organization,Individual
1965,Physiology or Medicine,1/3,282000,2782895,not specified,380,François Jacob,male,1920-06-17,Europe,France,2013-04-19,Individual
1952,Literature,1,171135,2546652,not specified,623,François Mauriac,male,1885-10-11,Europe,France,1970-09-01,Individual
2008,Physiology or Medicine,1/4,10000000,10926573,2008-10-06,824,Françoise Barré-Sinoussi,female,1947-07-30,Europe,France,not dead or organization,Individual
1929,Peace,1,172760,4907955,1930-12-10,494,Frank B. Kellogg,male,1856-12-22,North America,USA,1937-12-21,Individual
2004,Physics,1/3,10000000,11762861,2004-10-05,778,Frank Wilczek,male,1951-05-15,North America,USA,not dead or organization,Individual
1939,Literature,1,148822,4227898,not specified,613,Frans Eemil Sillanpää,male,1888-09-16,Europe,Russian Empire,1964-06-03,Individual
1935,Chemistry,1/2,159917,4997406,not specified,193,Frédéric Joliot,male,1900-03-19,Europe,France,1958-08-14,Individual
1904,Literature,1/2,140859,7767960,not specified,573,Frédéric Mistral,male,1830-09-08,Europe,France,1914-03-25,Individual
1901,Peace,1/2,150782,8567159,1901-12-10,463,Frédéric Passy,male,1822-05-20,Europe,France,1912-06-12,Individual
1954,Physiology or Medicine,1/3,181647,2640218,not specified,358,Frederick C. Robbins,male,1916-08-25,North America,USA,2003-08-04,Individual
1923,Physiology or Medicine,1/2,114935,3169164,not specified,313,Frederick G. Banting,male,1891-11-14,North America,Canada,1941-02-21,Individual
1995,Physics,1/2,7200000,9278351,1995-10-11,148,Frederick Reines,male,1918-03-16,North America,USA,1998-08-26,Individual
1958,Chemistry,1,214559,2646698,not specified,222,Frederick Sanger,male,1918-08-13,Europe,United Kingdom,2013-11-19,Individual
1921,Chemistry,1,121573,2532771,not specified,179,Frederick Soddy,male,1877-09-02,Europe,United Kingdom,1956-09-22,Individual
1908,Peace,1/2,139800,7084459,1908-12-10,474,Fredrik Bajer,male,1837-04-21,Europe,Denmark,1922-01-22,Individual
1922,Peace,1,122483,3145967,1922-12-10,487,Fridtjof Nansen,male,1861-10-10,Europe,Norway,1930-05-13,Individual
1931,Chemistry,1/2,173206,5238085,not specified,190,Friedrich Bergius,male,1884-10-11,Europe,Germany,1949-03-30,Individual
1974,Economic Sciences,1/2,550000,3263449,1974-10-09,685,Friedrich von Hayek,male,1899-05-08,Europe,Austria,1992-03-23,Individual
1947,Peace,1/2,146115,2914528,1947-10-30,508,Friends Service Council,organization,1647-00-00,Europe,United Kingdom,not dead or organization,Organization
1953,Physics,1,175293,2567769,not specified,60,Frits Zernike,male,1888-07-16,Europe,the Netherlands,1966-03-10,Individual
1918,Chemistry,1,138198,2847486,not specified,177,Fritz Haber,male,1868-12-09,Europe,Prussia,1934-01-29,Individual
1953,Physiology or Medicine,1/2,175293,2567769,not specified,355,Fritz Lipmann,male,1899-06-12,Europe,Germany,1986-07-24,Individual
1923,Chemistry,1,114935,3169164,not specified,181,Fritz Pregl,male,1869-09-03,Europe,Austria-Hungary,1930-12-13,Individual
1982,Literature,1,1150000,3102518,not specified,659,Gabriel García Márquez,male,1927-03-06,South America,Colombia,2014-04-17,Individual
1908,Physics,1,139800,7084459,not specified,12,Gabriel Lippmann,male,1845-08-16,Europe,Luxembourg,1921-07-13,Individual
1945,Literature,1,121333,2499993,not specified,615,Gabriela Mistral,female,1889-04-07,South America,Chile,1957-01-10,Individual
2000,Literature,1,9000000,11333109,2000-10-12,734,Gao Xingjian,male,1940-01-04,Asia,China,not dead or organization,Individual
1992,Economic Sciences,1,6500000,9184250,1992-10-13,708,Gary Becker,male,1930-12-02,North America,USA,2014-05-03,Individual
1973,Chemistry,1/2,510000,3331882,1973-10-23,245,Geoffrey Wilkinson,male,1921-07-14,Europe,United Kingdom,1996-09-26,Individual
1961,Physiology or Medicine,1,250233,2878447,not specified,371,Georg von Békésy,male,1899-06-03,Europe,Hungary,1972-06-13,Individual
1979,Chemistry,1/2,800000,2988048,1979-10-15,253,Georg Wittig,male,1897-06-16,Europe,Germany,1987-08-26,Individual
2001,Economic Sciences,1/3,10000000,12295082,2001-10-10,744,George A. Akerlof,male,1940-06-17,North America,USA,not dead or organization,Individual
1994,Chemistry,1,7000000,9249471,1994-10-12,280,George A. Olah,male,1927-05-22,Europe,Hungary,2017-03-08,Individual
1958,Physiology or Medicine,1/4,214559,2646698,not specified,364,George Beadle,male,1903-10-22,North America,USA,1989-06-09,Individual
1925,Literature,1,118165,3211005,not specified,596,George Bernard Shaw,male,1856-07-26,Europe,Ireland,1950-11-02,Individual
1953,Peace,1,175293,2567769,1953-10-30,514,George C. Marshall,male,1880-12-31,North America,USA,1959-10-16,Individual
1980,Physiology or Medicine,1/3,880000,2889667,1980-10-10,421,George D. Snell,male,1903-12-19,North America,USA,1996-06-06,Individual
1943,Chemistry,1,123691,2520876,not specified,201,George de Hevesy,male,1885-08-01,Europe,Austria-Hungary,1966-07-05,Individual
1974,Physiology or Medicine,1/3,550000,3263449,not specified,405,George E. Palade,male,1912-11-19,Europe,Romania,2008-10-07,Individual
2009,Physics,1/4,10000000,10958504,2009-10-06,840,George E. Smith,male,1930-05-10,North America,USA,not dead or organization,Individual
2006,Physics,1/2,10000000,11552680,2006-10-03,805,George F. Smoot,male,1945-02-20,North America,USA,not dead or organization,Individual
1988,Physiology or Medicine,1/3,2500000,4645689,not specified,439,George H. Hitchings,male,1905-04-18,North America,USA,1998-02-27,Individual
1934,Physiology or Medicine,1/3,162608,5167627,not specified,326,George H. Whipple,male,1878-08-28,North America,USA,1976-02-01,Individual
1982,Economic Sciences,1,1150000,3102518,1982-10-20,696,George J. Stigler,male,1911-01-17,North America,USA,1991-12-01,Individual
2018,Chemistry,1/4,9000000,9000000,2018-10-03,964,George P. Smith,male,1941-03-10,North America,USA,not dead or organization,Individual
1937,Physics,1/2,158463,4716161,not specified,45,George Paget Thomson,male,1892-05-03,Europe,United Kingdom,1975-09-10,Individual
1967,Chemistry,1/4,320000,2843602,not specified,235,George Porter,male,1920-12-06,Europe,United Kingdom,2002-08-31,Individual
1934,Physiology or Medicine,1/3,162608,5167627,not specified,327,George R. Minot,male,1885-12-02,North America,USA,1950-02-25,Individual
1967,Physiology or Medicine,1/3,320000,2843602,not specified,387,George Wald,male,1906-11-18,North America,USA,1997-04-12,Individual
1992,Physics,1,6500000,9184250,1992-10-14,142,Georges Charpak,male,1924-08-01,Europe,Poland,2010-09-29,Individual
1984,Physiology or Medicine,1/3,1650000,3782090,not specified,430,Georges J.F. Köhler,male,1946-04-17,Europe,Germany,1995-03-01,Individual
1958,Peace,1,214559,2646698,1958-11-10,517,Georges Pire,male,1910-02-10,Europe,Belgium,1969-01-30,Individual
1972,Physiology or Medicine,1/2,480000,3345725,not specified,398,Gerald M. Edelman,male,1929-07-01,North America,USA,2014-05-17,Individual
1983,Economic Sciences,1,1500000,3715324,1983-10-17,697,Gerard Debreu,male,1921-07-04,Europe,France,2004-12-31,Individual
2018,Physics,1/4,9000000,9000000,2018-10-02,961,Gérard Mourou,male,1944-06-22,Europe,France,not dead or organization,Individual
1999,Physics,1/2,7900000,10049186,1999-10-12,158,Gerardus 't Hooft,male,1946-07-05,Europe,the Netherlands,not dead or organization,Individual
1986,Physics,1/4,2000000,4098361,1986-10-15,128,Gerd Binnig,male,1947-07-20,Europe,West Germany,not dead or organization,Individual
1939,Physiology or Medicine,1,148822,4227898,not specified,334,Gerhard Domagk,male,1895-10-30,Europe,Germany,1964-04-24,Individual
2007,Chemistry,1,10000000,11301989,2007-10-10,816,Gerhard Ertl,male,1936-10-10,Europe,Germany,not dead or organization,Individual
1971,Chemistry,1,450000,3321850,not specified,240,Gerhard Herzberg,male,1904-12-25,Europe,Germany,1999-03-03,Individual
1912,Literature,1,140476,6753654,not specified,582,Gerhart Hauptmann,male,1862-11-15,Europe,Prussia,1946-06-06,Individual
1988,Physiology or Medicine,1/3,2500000,4645689,not specified,438,Gertrude B. Elion,female,1918-01-23,North America,USA,1999-02-21,Individual
1947,Physiology or Medicine,1/4,146115,2914528,not specified,344,Gerty Cori,female,1896-08-15,Europe,Austria-Hungary,1957-10-26,Individual
1963,Literature,1,265000,2839286,not specified,635,Giorgos Seferis,male,1900-03-13,Asia,Ottoman Empire,1971-09-20,Individual
1906,Literature,1,138536,7421571,not specified,576,Giosuè Carducci,male,1835-07-27,Europe,Tuscany,1907-02-16,Individual
1963,Chemistry,1/2,265000,2839286,not specified,229,Giulio Natta,male,1903-02-26,Europe,Italy,1979-05-02,Individual
1951,Chemistry,1/2,167612,2686090,not specified,213,Glenn T. Seaborg,male,1912-04-19,North America,USA,1999-02-25,Individual
1979,Physiology or Medicine,1/2,800000,2988048,1979-10-11,418,Godfrey N. Hounsfield,male,1919-08-28,Europe,United Kingdom,2004-08-12,Individual
2006,Peace,1/2,10000000,11552680,2006-10-13,810,Grameen Bank,organization,1976-00-00,Asia,Bangladesh,not dead or organization,Organization
1926,Literature,1,116960,3273134,not specified,597,Grazia Deledda,female,1871-09-27,Europe,Italy,1936-08-15,Individual
2019,Physiology or Medicine,1/3,9000000,9000000,2019-10-07,972,Gregg L. Semenza,male,1956-07-12,North America,USA,not dead or organization,Individual
1909,Physics,1/2,139800,7084459,not specified,13,Guglielmo Marconi,male,1874-04-25,Europe,Italy,1937-07-20,Individual
1974,Economic Sciences,1/2,550000,3263449,1974-10-09,684,Gunnar Myrdal,male,1898-12-06,Europe,Sweden,1987-05-17,Individual
1999,Physiology or Medicine,1,7900000,10049186,1999-10-11,461,Günter Blobel,male,1936-05-21,Europe,Germany,2018-02-18,Individual
1999,Literature,1,7900000,10049186,not specified,676,Günter Grass,male,1927-10-16,Europe,Free City of Danzig,2015-04-13,Individual
1912,Physics,1,140476,6753654,not specified,17,Gustaf Dalén,male,1869-11-30,Europe,Sweden,1937-12-09,Individual
1925,Physics,1/2,118165,3211005,not specified,31,Gustav Hertz,male,1887-07-22,Europe,Germany,1975-10-30,Individual
1926,Peace,1/2,116960,3273134,1926-12-10,491,Gustav Stresemann,male,1878-05-10,Europe,Germany,1929-10-03,Individual
2004,Physics,1/3,10000000,11762861,2004-10-05,777,H. David Politzer,male,1949-08-31,North America,USA,not dead or organization,Individual
1968,Physiology or Medicine,1/3,350000,3052326,not specified,389,H. Gobind Khorana,male,1922-01-09,Asia,India,2011-11-09,Individual
2002,Physiology or Medicine,1/3,10000000,12034660,2002-10-07,751,H. Robert Horvitz,male,1947-05-08,North America,USA,not dead or organization,Individual
1955,Literature,1,190214,2681588,1955-10-27,626,Halldór Laxness,male,1902-04-23,Europe,Iceland,1998-02-08,Individual
1978,Physiology or Medicine,1/3,725000,2898454,not specified,416,Hamilton O. Smith,male,1931-08-23,North America,USA,not dead or organization,Individual
1970,Physics,1/2,400000,3177966,1970-10-27,91,Hannes Alfvén,male,1908-05-30,Europe,Sweden,1995-04-02,Individual
1967,Physics,1,320000,2843602,not specified,88,Hans Bethe,male,1906-07-02,Europe,Germany,2005-03-06,Individual
1930,Chemistry,1,172947,5066807,not specified,188,Hans Fischer,male,1881-07-27,Europe,Germany,1945-03-31,Individual
1989,Physics,1/4,3000000,5242311,1989-10-12,136,Hans G. Dehmelt,male,1922-09-09,Europe,Prussia,2017-03-07,Individual
1953,Physiology or Medicine,1/2,175293,2567769,not specified,354,Hans Krebs,male,1900-08-25,Europe,Germany,1981-11-22,Individual
1935,Physiology or Medicine,1,159917,4997406,not specified,329,Hans Spemann,male,1869-06-27,Europe,Württemberg,1941-09-12,Individual
1929,Chemistry,1/2,172760,4907955,not specified,187,Hans von Euler-Chelpin,male,1873-02-15,Europe,Germany,1964-11-06,Individual
2008,Physiology or Medicine,1/2,10000000,10926573,2008-10-06,823,Harald zur Hausen,male,1936-03-11,Europe,Germany,not dead or organization,Individual
1934,Chemistry,1,162608,5167627,not specified,192,Harold C. Urey,male,1893-04-29,North America,USA,1981-01-05,Individual
1989,Physiology or Medicine,1/2,3000000,5242311,1989-10-09,441,Harold E. Varmus,male,1939-12-18,North America,USA,not dead or organization,Individual
2005,Literature,1,10000000,11711430,2005-10-13,801,Harold Pinter,male,1930-10-10,Europe,United Kingdom,2008-12-24,Individual
1990,Economic Sciences,1/3,4000000,6329114,1990-10-16,704,Harry M. Markowitz,male,1927-08-24,North America,USA,not dead or organization,Individual
1974,Literature,1/2,550000,3263449,not specified,650,Harry Martinson,male,1904-05-06,Europe,Sweden,1978-02-11,Individual
1988,Chemistry,1/3,2500000,4645689,1988-10-19,272,Hartmut Michel,male,1948-07-18,Europe,West Germany,not dead or organization,Individual
1913,Physics,1,143010,6875481,not specified,18,Heike Kamerlingh Onnes,male,1853-09-21,Europe,the Netherlands,1926-02-21,Individual
1972,Literature,1,480000,3345725,not specified,647,Heinrich Böll,male,1917-12-21,Europe,Germany,1985-07-16,Individual
1986,Physics,1/4,2000000,4098361,1986-10-15,129,Heinrich Rohrer,male,1933-06-06,Europe,Switzerland,2013-05-16,Individual
1927,Chemistry,1,126501,3593778,not specified,184,Heinrich Wieland,male,1877-06-04,Europe,Germany,1957-08-05,Individual
1902,Physics,1/2,141847,8059489,not specified,2,Hendrik A. Lorentz,male,1853-07-18,Europe,the Netherlands,1928-02-04,Individual
1903,Physics,1/2,141358,7795478,not specified,4,Henri Becquerel,male,1852-12-15,Europe,France,1908-08-25,Individual
1927,Literature,1,126501,3593778,not specified,600,Henri Bergson,male,1859-10-18,Europe,France,1941-01-04,Individual
1913,Peace,1,143010,6875481,1913-12-10,481,Henri La Fontaine,male,1854-04-22,Europe,Belgium,1943-05-14,Individual
1906,Chemistry,1,138536,7421571,not specified,165,Henri Moissan,male,1852-09-28,Europe,France,1907-02-20,Individual
1943,Physiology or Medicine,1/2,123691,2520876,not specified,335,Henrik Dam,male,1895-02-21,Europe,Denmark,1976-04-17,Individual
1917,Literature,1/2,133823,3920596,1917-11-08,587,Henrik Pontoppidan,male,1857-07-24,Europe,Denmark,1943-08-21,Individual
1901,Peace,1/2,150782,8567159,1901-12-10,462,Henry Dunant,male,1828-05-08,Europe,Switzerland,1910-10-30,Individual
1973,Peace,1/2,510000,3331882,1973-10-17,530,Henry Kissinger,male,1923-05-27,Europe,Germany,not dead or organization,Individual
1983,Chemistry,1,1500000,3715324,1983-10-19,260,Henry Taube,male,1915-11-30,North America,Canada,2005-11-16,Individual
1990,Physics,1/3,4000000,6329114,1990-10-17,139,Henry W. Kendall,male,1926-12-09,North America,USA,1999-02-15,Individual
1905,Literature,1,138089,7615202,not specified,575,Henryk Sienkiewicz,male,1846-05-05,Europe,Poland,1916-11-15,Individual
1985,Chemistry,1/2,1800000,3843964,1985-10-15,262,Herbert A. Hauptman,male,1917-02-14,North America,USA,2011-10-23,Individual
1979,Chemistry,1/2,800000,2988048,1979-10-15,252,Herbert C. Brown,male,1912-05-22,Europe,United Kingdom,2004-12-19,Individual
2000,Physics,1/4,9000000,11333109,2000-10-10,727,Herbert Kroemer,male,1928-08-25,Europe,Germany,not dead or organization,Individual
1944,Physiology or Medicine,1/2,121841,2510460,not specified,338,Herbert S. Gasser,male,1888-07-05,North America,USA,1963-05-11,Individual
1978,Economic Sciences,1,725000,2898454,1978-10-16,691,Herbert Simon,male,1916-06-15,North America,USA,2001-02-09,Individual
1946,Literature,1,121524,2503929,not specified,617,Hermann Hesse,male,1877-07-02,Europe,Germany,1962-08-09,Individual
1946,Physiology or Medicine,1,121524,2503929,not specified,342,Hermann J. Muller,male,1890-12-21,North America,USA,1967-04-05,Individual
1953,Chemistry,1,175293,2567769,not specified,216,Hermann Staudinger,male,1881-03-23,Europe,Germany,1965-09-08,Individual
2009,Literature,1,10000000,10958504,2009-10-08,844,Herta Müller,female,1953-08-17,Europe,Romania,not dead or organization,Individual
2000,Chemistry,1/3,9000000,11333109,2000-10-10,731,Hideki Shirakawa,male,1936-08-20,Asia,Japan,not dead or organization,Individual
1949,Physics,1,156290,2930438,not specified,54,Hideki Yukawa,male,1907-01-23,Asia,Japan,1981-09-08,Individual
2014,Physics,1/3,8000000,8379888,2014-10-07,907,Hiroshi Amano,male,1960-09-11,Asia,Japan,not dead or organization,Individual
1921,Peace,1/2,121573,2532771,1921-12-10,485,Hjalmar Branting,male,1860-11-23,Europe,Sweden,1925-02-24,Individual
1998,Physics,1/3,7600000,9713701,1998-10-13,156,Horst L. Störmer,male,1949-04-06,Europe,West Germany,not dead or organization,Individual
1975,Physiology or Medicine,1/3,630000,3404179,1975-10-16,408,Howard M. Temin,male,1934-12-10,North America,USA,1994-02-09,Individual
1955,Physiology or Medicine,1,190214,2681588,1955-10-20,359,Hugo Theorell,male,1903-07-06,Europe,Sweden,1982-08-15,Individual
1958,Physics,1/3,214559,2646698,not specified,71,Igor Y. Tamm,male,1895-07-08,Europe,Russia,1971-04-12,Individual
1958,Physics,1/3,214559,2646698,not specified,721,Il´ja M. Frank,male,1908-10-23,Europe,Russia,1990-06-22,Individual
1908,Physiology or Medicine,1/2,139800,7084459,not specified,301,Ilya Mechnikov,male,1845-05-15,Europe,Russian Empire,1916-07-15,Individual
1977,Chemistry,1,700000,3080986,1977-10-11,250,Ilya Prigogine,male,1917-01-25,Europe,Russia,2003-05-28,Individual
2002,Literature,1,10000000,12034660,2002-10-10,761,Imre Kertész,male,1929-11-09,Europe,Hungary,2016-03-31,Individual
1904,Peace,1,140859,7767960,1904-12-10,467,Institute of International Law,organization,1873-00-00,Europe,Belgium,not dead or organization,Organization
2007,Peace,1/2,10000000,11301989,2007-10-12,818,Intergovernmental Panel on Climate Change,organization,1988-00-00,North America,USA,not dead or organization,Organization
2005,Peace,1/2,10000000,11711430,2005-10-07,797,International Atomic Energy Agency,organization,1957-00-00,Europe,Austria,not dead or organization,Organization
2017,Peace,1,9000000,9176183,2017-10-06,948,International Campaign to Abolish Nuclear Weapons (ICAN),organization,2007-00-00,Oceania,Australia,not dead or organization,Organization
1997,Peace,1/2,7500000,9572839,1997-10-10,564,International Campaign to Ban Landmines,organization,1992-00-00,North America,USA,not dead or organization,Organization
1917,Peace,1,133823,3920596,1917-12-10,482,International Committee of the Red Cross,organization,1863-00-00,Europe,Switzerland,not dead or organization,Organization
1969,Peace,1,375000,3181561,1969-10-20,527,International Labour Organization,organization,1919-00-00,Europe,Switzerland,not dead or organization,Organization
1985,Peace,1,1800000,3843964,1985-10-05,547,International Physicians for the Prevention of Nuclear War,organization,1980-00-00,North America,USA,not dead or organization,Organization
1935,Chemistry,1/2,159917,4997406,not specified,194,Irène Joliot-Curie,female,1897-09-12,Europe,France,1956-03-17,Individual
1932,Chemistry,1,171753,5279293,not specified,191,Irving Langmuir,male,1881-01-31,North America,USA,1957-08-16,Individual
2004,Chemistry,1/3,10000000,11762861,2004-10-06,781,Irwin Rose,male,1926-07-16,North America,USA,2015-06-03,Individual
1978,Literature,1,725000,2898454,not specified,654,Isaac Bashevis Singer,male,1904-07-14,Europe,Russian Empire,1991-07-24,Individual
2014,Physics,1/3,8000000,8379888,2014-10-07,906,Isamu Akasaki,male,1929-01-30,Asia,Japan,not dead or organization,Individual
1944,Physics,1,121841,2510460,not specified,49,Isidor Isaac Rabi,male,1898-07-29,Europe,Austria-Hungary,1988-01-11,Individual
1933,Literature,1,170332,5413093,not specified,606,Ivan Bunin,male,1870-10-22,Europe,Russia,1953-11-08,Individual
1904,Physiology or Medicine,1,140859,7767960,not specified,296,Ivan Pavlov,male,1849-09-14,Europe,Russia,1936-02-27,Individual
1973,Physics,1/4,510000,3331882,1973-10-23,98,Ivar Giaever,male,1929-04-05,Europe,Norway,not dead or organization,Individual
1961,Literature,1,250233,2878447,not specified,633,Ivo Andric,male,1892-10-10,Europe,Bosnia,1975-03-13,Individual
1987,Physics,1/2,2175000,4274764,1987-10-14,130,J. Georg Bednorz,male,1950-05-16,Europe,West Germany,not dead or organization,Individual
1963,Physics,1/4,265000,2839286,not specified,80,J. Hans D. Jensen,male,1907-06-25,Europe,Germany,1973-02-11,Individual
2003,Literature,1,10000000,11807305,2003-10-02,763,J. M. Coetzee,male,1940-02-09,Africa,South Africa,not dead or organization,Individual
1989,Physiology or Medicine,1/2,3000000,5242311,1989-10-09,440,J. Michael Bishop,male,1936-02-22,North America,USA,not dead or organization,Individual
2016,Physics,1/4,8000000,8301051,2016-10-04,930,J. Michael Kosterlitz,male,1943-06-22,Europe,United Kingdom,not dead or organization,Individual
2005,Physiology or Medicine,1/2,10000000,11711430,2005-10-03,790,J. Robin Warren,male,1937-06-11,Oceania,Australia,not dead or organization,Individual
1906,Physics,1,138536,7421571,not specified,10,J.J. Thomson,male,1856-12-18,Europe,United Kingdom,1940-08-30,Individual
1922,Literature,1,122483,3145967,not specified,592,Jacinto Benavente,male,1866-08-12,Europe,Spain,1954-07-14,Individual
2000,Physics,1/2,9000000,11333109,2000-10-10,728,Jack Kilby,male,1923-11-08,North America,USA,2005-06-20,Individual
1988,Physics,1/3,2500000,4645689,1988-10-19,134,Jack Steinberger,male,1921-05-25,Europe,Germany,not dead or organization,Individual
2009,Physiology or Medicine,1/3,10000000,10958504,not specified,837,Jack W. Szostak,male,1952-11-09,Europe,United Kingdom,not dead or organization,Individual
1901,Chemistry,1,150782,8567159,not specified,160,Jacobus H. van 't Hoff,male,1852-08-30,Europe,the Netherlands,1911-03-01,Individual
2017,Chemistry,1/3,9000000,9176183,2017-10-04,944,Jacques Dubochet,male,1942-06-08,Europe,Switzerland,not dead or organization,Individual
1965,Physiology or Medicine,1/3,282000,2782895,not specified,382,Jacques Monod,male,1910-02-09,Europe,France,1976-05-31,Individual
1996,Economic Sciences,1/2,7400000,9490424,1996-10-08,715,James A. Mirrlees,male,1936-07-05,Europe,Scotland,2018-08-29,Individual
1946,Chemistry,1/2,121524,2503929,not specified,204,James B. Sumner,male,1887-11-19,North America,USA,1955-08-12,Individual
1935,Physics,1,159917,4997406,not specified,41,James Chadwick,male,1891-10-20,Europe,United Kingdom,1974-07-24,Individual
1980,Physics,1/2,880000,2889667,1980-10-12,116,James Cronin,male,1931-09-29,North America,USA,2016-08-25,Individual
1977,Economic Sciences,1/2,700000,3080986,1977-10-14,690,James E. Meade,male,1907-06-23,Europe,United Kingdom,1995-12-22,Individual
2013,Physiology or Medicine,1/3,8000000,8365867,not specified,884,James E. Rothman,male,1950-11-03,North America,USA,not dead or organization,Individual
1925,Physics,1/2,118165,3211005,not specified,30,James Franck,male,1882-08-26,Europe,Germany,1964-05-21,Individual
